Student Name,Student ID,Major,Most Consistent Payment Day
James Brown,SID42201,Art,13
Jessica Smith,SID42202,Art,14
Richard Davis,SID42203,Medicine,4
Emily Guerra,SID42204,Medicine,22
Jessica McLaughlin,SID42205,Biology,2
Beth McLaughlin,SID42206,Medicine,1
James Taylor,SID42207,Mathematics,16
Sarah Davis,SID42208,Mathematics,4
Lisa McLaughlin,SID42209,Biology,28
Beth Guerra,SID42210,Mathematics,17
Daniel Hess,SID42211,Art,19
Sarah Guerra,SID42212,Medicine,12
Scott Guerra,SID42213,Physics,23
Emily Davis,SID42214,Art,9
James Smith,SID42215,Mathematics,9
Beth Harrison,SID42216,Computer Science,25
Lisa McLaughlin,SID42217,Psychology,28
Emily Johnson,SID42218,Psychology,4
Emily Brown,SID42219,Physics,29
Sarah Brown,SID42220,Physics,3
Daniel Hess,SID42221,Biology,2
Michael Smith,SID42222,Mathematics,21
Lisa Conner,SID42223,Engineering,12
Scott Johnson,SID42224,Art,14
Lisa Brown,SID42225,Biology,25
Michael Smith,SID42226,Mathematics,9
Michael Taylor,SID42227,Computer Science,14
Richard Davis,SID42228,Psychology,19
Richard Johnson,SID42229,Mathematics,17
Sarah Guerra,SID42230,Medicine,11
Daniel Harrison,SID42231,Physics,12
Emily Conner,SID42232,Psychology,3
Daniel Davis,SID42233,Art,4
Lisa Taylor,SID42234,Physics,21
Jessica Davis,SID42235,Engineering,15
James Hess,SID42236,Mathematics,3
James Hess,SID42237,Engineering,14
Lisa Taylor,SID42238,Biology,9
Daniel Guerra,SID42239,Physics,3
Scott Johnson,SID42240,Engineering,8
Emily Guerra,SID42241,Mathematics,2
Emily Johnson,SID42242,Art,21
Jessica McLaughlin,SID42243,Physics,3
Richard McLaughlin,SID42244,Medicine,27
Michael Taylor,SID42245,Physics,6
Richard Guerra,SID42246,Engineering,23
James Johnson,SID42247,Medicine,27
Daniel Hess,SID42248,Biology,25
Emily Davis,SID42249,Computer Science,26
Sarah Taylor,SID42250,Engineering,20
Richard Brown,SID42251,Computer Science,26
Daniel Conner,SID42252,Computer Science,1
Michael Hess,SID42253,Medicine,3
Lisa Davis,SID42254,Mathematics,11
Emily Hess,SID42255,Computer Science,4
Scott Guerra,SID42256,Psychology,10
Daniel McLaughlin,SID42257,Computer Science,3
James Smith,SID42258,Biology,25
Emily McLaughlin,SID42259,Computer Science,30
Jessica Davis,SID42260,Mathematics,19
Lisa Taylor,SID42261,Mathematics,14
Beth Taylor,SID42262,Biology,23
Beth Harrison,SID42263,Computer Science,29
Beth Johnson,SID42264,Biology,6
Emily Smith,SID42265,Medicine,13
Richard Brown,SID42266,Physics,16
James McLaughlin,SID42267,Mathematics,26
Emily Davis,SID42268,Biology,8
Daniel McLaughlin,SID42269,Art,23
Scott McLaughlin,SID42270,Art,8
Richard Brown,SID42271,Psychology,12
Michael Davis,SID42272,Computer Science,24
Scott Taylor,SID42273,Psychology,9
Emily Johnson,SID42274,Biology,15
Emily Hess,SID42275,Mathematics,29
Lisa Taylor,SID42276,Art,27
Richard Guerra,SID42277,Physics,3
Lisa Smith,SID42278,Physics,3
Lisa Hess,SID42279,Computer Science,17
Richard Smith,SID42280,Art,8
Beth Harrison,SID42281,Engineering,23
Daniel Johnson,SID42282,Medicine,16
Jessica Johnson,SID42283,Engineering,8
Beth Davis,SID42284,Biology,22
Richard McLaughlin,SID42285,Art,7
James Davis,SID42286,Computer Science,11
Scott Conner,SID42287,Physics,18
Emily Conner,SID42288,Biology,24
Daniel Taylor,SID42289,Medicine,20
Sarah Brown,SID42290,Medicine,21
Jessica Taylor,SID42291,Engineering,24
Scott Harrison,SID42292,Biology,30
Daniel Taylor,SID42293,Computer Science,16
James Harrison,SID42294,Biology,13
Lisa Guerra,SID42295,Mathematics,9
Richard Taylor,SID42296,Engineering,23
Jessica Harrison,SID42297,Physics,19
Jessica Harrison,SID42298,Engineering,27
Daniel Guerra,SID42299,Psychology,1
Michael Davis,SID42300,Biology,3
Jessica McLaughlin,SID42301,Medicine,18
Lisa Guerra,SID42302,Computer Science,16
James Davis,SID42303,Psychology,19
Scott McLaughlin,SID42304,Biology,1
Michael Conner,SID42305,Physics,23
Daniel Taylor,SID42306,Biology,27
James Brown,SID42307,Art,17
Daniel Davis,SID42308,Medicine,18
James Brown,SID42309,Art,25
Lisa Harrison,SID42310,Medicine,24
Beth Smith,SID42311,Art,26
James Smith,SID42312,Computer Science,4
Michael Conner,SID42313,Psychology,5
Scott Guerra,SID42314,Engineering,16
Richard Taylor,SID42315,Engineering,15
Daniel Davis,SID42316,Mathematics,21
Michael Conner,SID42317,Engineering,8
Lisa Johnson,SID42318,Mathematics,2
Richard Conner,SID42319,Computer Science,28
Michael Brown,SID42320,Physics,10
Beth Guerra,SID42321,Mathematics,18
Beth Davis,SID42322,Psychology,8
Beth Smith,SID42323,Physics,20
Michael McLaughlin,SID42324,Art,19
Michael McLaughlin,SID42325,Art,26
Daniel Davis,SID42326,Medicine,21
Daniel Davis,SID42327,Psychology,30
Emily Smith,SID42328,Medicine,28
Beth McLaughlin,SID42329,Biology,10
Daniel Taylor,SID42330,Computer Science,28
Sarah Johnson,SID42331,Medicine,20
Jessica Hess,SID42332,Biology,11
Richard Brown,SID42333,Engineering,10
Scott Davis,SID42334,Medicine,30
Jessica Smith,SID42335,Computer Science,2
Michael Brown,SID42336,Physics,17
Sarah Brown,SID42337,Mathematics,24
James Harrison,SID42338,Engineering,13
Lisa Harrison,SID42339,Biology,30
Lisa Hess,SID42340,Mathematics,20
Lisa McLaughlin,SID42341,Physics,19
Beth Brown,SID42342,Computer Science,13
Lisa Harrison,SID42343,Mathematics,27
Michael Hess,SID42344,Physics,11
Scott Guerra,SID42345,Psychology,27
Beth Guerra,SID42346,Art,12
Lisa Harrison,SID42347,Mathematics,26
James Brown,SID42348,Art,25
James Brown,SID42349,Biology,9
Sarah Johnson,SID42350,Physics,19
Sarah Taylor,SID42351,Computer Science,7
Beth Brown,SID42352,Psychology,10
Lisa Conner,SID42353,Biology,28
Beth Hess,SID42354,Computer Science,20
Sarah Guerra,SID42355,Biology,11
Lisa Johnson,SID42356,Biology,11
Scott Guerra,SID42357,Psychology,24
Lisa Harrison,SID42358,Psychology,27
Beth Taylor,SID42359,Biology,28
Lisa Johnson,SID42360,Medicine,22
Jessica McLaughlin,SID42361,Medicine,8
Beth Taylor,SID42362,Psychology,7
Michael Conner,SID42363,Art,28
Michael Hess,SID42364,Psychology,11
Beth Smith,SID42365,Biology,1
Richard Guerra,SID42366,Computer Science,12
Daniel Brown,SID42367,Physics,10
Richard Taylor,SID42368,Mathematics,25
Daniel Guerra,SID42369,Computer Science,2
Scott Davis,SID42370,Psychology,15
Emily Brown,SID42371,Physics,9
Emily Guerra,SID42372,Physics,23
Jessica Conner,SID42373,Art,11
Daniel Davis,SID42374,Engineering,11
Michael McLaughlin,SID42375,Art,2
Scott Brown,SID42376,Psychology,4
Beth Hess,SID42377,Mathematics,28
Daniel Harrison,SID42378,Engineering,5
James Taylor,SID42379,Biology,22
Richard McLaughlin,SID42380,Mathematics,29
Michael Brown,SID42381,Biology,21
Scott Hess,SID42382,Psychology,23
Richard Conner,SID42383,Physics,29
Beth Hess,SID42384,Engineering,18
Sarah Brown,SID42385,Psychology,4
Lisa Harrison,SID42386,Mathematics,26
Jessica McLaughlin,SID42387,Medicine,5
Daniel Hess,SID42388,Psychology,16
Beth Smith,SID42389,Engineering,4
Lisa Brown,SID42390,Computer Science,6
Michael Conner,SID42391,Art,13
Michael Davis,SID42392,Biology,7
Beth Brown,SID42393,Art,18
Sarah Davis,SID42394,Engineering,29
Emily Johnson,SID42395,Mathematics,28
Jessica Conner,SID42396,Biology,10
Beth Harrison,SID42397,Biology,19
Beth Davis,SID42398,Engineering,30
Michael Smith,SID42399,Engineering,3
Sarah Smith,SID42400,Computer Science,4
Sarah Hess,SID42401,Art,8
Emily Brown,SID42402,Mathematics,28
Emily Harrison,SID42403,Engineering,22
Richard Smith,SID42404,Art,1
Beth Harrison,SID42405,Computer Science,3
Scott Hess,SID42406,Mathematics,12
Richard Hess,SID42407,Medicine,9
Beth Johnson,SID42408,Computer Science,21
Richard Taylor,SID42409,Biology,24
Jessica Johnson,SID42410,Engineering,15
Richard Johnson,SID42411,Engineering,22
Richard Brown,SID42412,Engineering,3
Michael Johnson,SID42413,Biology,21
Michael Conner,SID42414,Physics,2
Emily McLaughlin,SID42415,Mathematics,12
Richard Taylor,SID42416,Biology,22
Daniel McLaughlin,SID42417,Psychology,4
James Brown,SID42418,Art,24
Scott Johnson,SID42419,Medicine,29
Michael Brown,SID42420,Computer Science,18
Richard Davis,SID42421,Psychology,21
Scott Brown,SID42422,Medicine,9
Emily Harrison,SID42423,Engineering,26
Scott Brown,SID42424,Medicine,1
Michael Smith,SID42425,Art,28
Sarah Hess,SID42426,Art,24
Beth Conner,SID42427,Computer Science,18
Jessica Harrison,SID42428,Physics,2
Lisa Johnson,SID42429,Engineering,24
Jessica McLaughlin,SID42430,Medicine,1
Beth Taylor,SID42431,Biology,15
James Davis,SID42432,Mathematics,26
James Guerra,SID42433,Mathematics,22
Jessica Davis,SID42434,Art,21
Lisa Harrison,SID42435,Computer Science,23
Richard Brown,SID42436,Art,5
Emily Smith,SID42437,Engineering,1
Jessica Conner,SID42438,Physics,27
Beth Harrison,SID42439,Physics,12
Emily Brown,SID42440,Medicine,6
Richard Smith,SID42441,Mathematics,20
James Johnson,SID42442,Medicine,30
Beth Conner,SID42443,Psychology,28
James Brown,SID42444,Art,13
Lisa Hess,SID42445,Mathematics,16
Scott Harrison,SID42446,Engineering,1
Daniel Davis,SID42447,Physics,19
Daniel Smith,SID42448,Art,28
Emily Conner,SID42449,Psychology,8
Sarah Guerra,SID42450,Psychology,25
James Taylor,SID42451,Medicine,12
Daniel Johnson,SID42452,Engineering,1
Beth Conner,SID42453,Physics,3
Scott Johnson,SID42454,Psychology,28
Beth Hess,SID42455,Medicine,6
James Davis,SID42456,Art,6
Michael Guerra,SID42457,Mathematics,16
Beth Johnson,SID42458,Medicine,4
Emily Hess,SID42459,Physics,3
Richard Brown,SID42460,Computer Science,30
Beth Conner,SID42461,Physics,14
Sarah Conner,SID42462,Medicine,25
Scott McLaughlin,SID42463,Medicine,9
Beth Harrison,SID42464,Physics,21
Michael Taylor,SID42465,Psychology,29
James Davis,SID42466,Psychology,30
Sarah Conner,SID42467,Mathematics,10
Richard Harrison,SID42468,Engineering,12
Beth Brown,SID42469,Art,19
Lisa McLaughlin,SID42470,Art,13
Sarah Brown,SID42471,Psychology,24
Sarah Brown,SID42472,Mathematics,10
Michael Smith,SID42473,Mathematics,1
Richard Guerra,SID42474,Engineering,20
Scott Johnson,SID42475,Computer Science,12
James Taylor,SID42476,Engineering,10
James Johnson,SID42477,Mathematics,9
Lisa Smith,SID42478,Mathematics,19
Daniel Conner,SID42479,Computer Science,11
Jessica Taylor,SID42480,Computer Science,14
Michael Brown,SID42481,Medicine,9
Michael Johnson,SID42482,Medicine,24
Emily Brown,SID42483,Engineering,24
Sarah McLaughlin,SID42484,Art,7
Richard Harrison,SID42485,Mathematics,18
Jessica Johnson,SID42486,Psychology,11
Daniel Guerra,SID42487,Psychology,8
Beth Conner,SID42488,Medicine,18
Michael Harrison,SID42489,Physics,12
Jessica Davis,SID42490,Physics,28
Emily Smith,SID42491,Biology,16
James Guerra,SID42492,Biology,22
James McLaughlin,SID42493,Mathematics,11
Daniel Taylor,SID42494,Biology,20
Michael Taylor,SID42495,Medicine,7
Beth Guerra,SID42496,Physics,19
Sarah Guerra,SID42497,Art,8
Jessica Taylor,SID42498,Computer Science,20
Emily McLaughlin,SID42499,Art,26
Richard Smith,SID42500,Engineering,8
Jessica Guerra,SID42501,Physics,16
Richard Brown,SID42502,Mathematics,25
James Guerra,SID42503,Art,8
Michael Harrison,SID42504,Biology,2
Richard Guerra,SID42505,Mathematics,26
Lisa Conner,SID42506,Psychology,14
Lisa Smith,SID42507,Physics,25
Lisa Guerra,SID42508,Medicine,20
Michael Conner,SID42509,Engineering,26
Michael Conner,SID42510,Art,30
Beth Smith,SID42511,Medicine,17
Sarah Conner,SID42512,Computer Science,25
Richard Davis,SID42513,Mathematics,16
Jessica Harrison,SID42514,Art,3
Richard McLaughlin,SID42515,Engineering,24
Jessica Taylor,SID42516,Computer Science,27
Richard McLaughlin,SID42517,Psychology,26
Sarah Davis,SID42518,Engineering,8
Emily Davis,SID42519,Art,3
Scott McLaughlin,SID42520,Biology,16
Jessica Hess,SID42521,Biology,28
Sarah Taylor,SID42522,Computer Science,4
Richard Smith,SID42523,Engineering,15
Sarah Davis,SID42524,Physics,5
James Hess,SID42525,Psychology,3
Daniel Johnson,SID42526,Biology,13
Emily Harrison,SID42527,Art,5
Emily Hess,SID42528,Mathematics,16
Sarah McLaughlin,SID42529,Biology,19
Jessica McLaughlin,SID42530,Biology,6
James Guerra,SID42531,Physics,29
Michael Guerra,SID42532,Psychology,19
Emily Johnson,SID42533,Biology,22
Daniel Conner,SID42534,Biology,25
Richard Guerra,SID42535,Biology,16
Emily Davis,SID42536,Art,4
Lisa Davis,SID42537,Computer Science,9
Sarah Conner,SID42538,Physics,8
Lisa Brown,SID42539,Computer Science,29
Scott Brown,SID42540,Engineering,28
Emily Harrison,SID42541,Computer Science,5
Emily Johnson,SID42542,Physics,2
Daniel Brown,SID42543,Art,11
Daniel Johnson,SID42544,Psychology,16
Emily Taylor,SID42545,Biology,28
Emily Johnson,SID42546,Mathematics,8
Scott Harrison,SID42547,Computer Science,24
Beth Davis,SID42548,Psychology,30
Sarah Smith,SID42549,Medicine,19
Jessica Johnson,SID42550,Psychology,11
Jessica Hess,SID42551,Art,23
Jessica Smith,SID42552,Physics,11
Jessica Conner,SID42553,Mathematics,23
Lisa Hess,SID42554,Art,13
Sarah Johnson,SID42555,Art,2
Beth Guerra,SID42556,Medicine,10
Daniel McLaughlin,SID42557,Art,19
Michael Hess,SID42558,Mathematics,13
James Brown,SID42559,Mathematics,26
Jessica Brown,SID42560,Biology,10
Beth Davis,SID42561,Art,30
Michael Guerra,SID42562,Engineering,12
Lisa Hess,SID42563,Art,10
Sarah Taylor,SID42564,Art,27
Richard Brown,SID42565,Psychology,23
Michael Harrison,SID42566,Medicine,23
Jessica McLaughlin,SID42567,Art,18
Beth Taylor,SID42568,Engineering,29
Daniel Guerra,SID42569,Mathematics,4
James Conner,SID42570,Physics,19
James Guerra,SID42571,Engineering,17
Emily Brown,SID42572,Engineering,24
Beth Smith,SID42573,Computer Science,20
Michael McLaughlin,SID42574,Medicine,19
Sarah Davis,SID42575,Psychology,22
Lisa Davis,SID42576,Engineering,13
Daniel McLaughlin,SID42577,Engineering,27
Jessica Johnson,SID42578,Art,16
Michael Conner,SID42579,Psychology,28
Michael McLaughlin,SID42580,Medicine,6
Emily Johnson,SID42581,Art,5
Scott Taylor,SID42582,Mathematics,30
Michael Harrison,SID42583,Mathematics,11
Emily Harrison,SID42584,Physics,6
Richard Harrison,SID42585,Computer Science,17
Sarah Conner,SID42586,Medicine,24
Sarah Taylor,SID42587,Mathematics,15
Jessica McLaughlin,SID42588,Medicine,9
James Hess,SID42589,Engineering,12
James Taylor,SID42590,Physics,25
James Guerra,SID42591,Computer Science,17
Beth Johnson,SID42592,Art,8
Jessica Davis,SID42593,Physics,10
Richard Harrison,SID42594,Art,7
Richard Davis,SID42595,Medicine,12
Beth Davis,SID42596,Biology,29
James Brown,SID42597,Art,14
Scott McLaughlin,SID42598,Medicine,11
Michael Conner,SID42599,Physics,30
Jessica McLaughlin,SID42600,Engineering,19
Daniel Brown,SID42601,Medicine,29
Daniel Guerra,SID42602,Computer Science,17
James Smith,SID42603,Computer Science,18
Sarah Guerra,SID42604,Art,1
Emily McLaughlin,SID42605,Medicine,2
James Harrison,SID42606,Biology,5
Sarah Smith,SID42607,Mathematics,20
James Conner,SID42608,Engineering,9
Emily Davis,SID42609,Mathematics,23
Sarah Davis,SID42610,Engineering,16
Emily Johnson,SID42611,Biology,11
Scott Johnson,SID42612,Medicine,3
Scott Hess,SID42613,Mathematics,12
Sarah Hess,SID42614,Physics,2
Emily Hess,SID42615,Engineering,8
James Hess,SID42616,Art,29
Scott Brown,SID42617,Psychology,10
James Harrison,SID42618,Mathematics,28
Emily McLaughlin,SID42619,Psychology,9
Daniel Davis,SID42620,Physics,6
James Taylor,SID42621,Mathematics,13
Jessica Johnson,SID42622,Computer Science,20
Lisa Conner,SID42623,Art,29
Richard Guerra,SID42624,Medicine,22
James Smith,SID42625,Art,20
Daniel Conner,SID42626,Art,11
Beth Taylor,SID42627,Mathematics,1
Scott Harrison,SID42628,Mathematics,1
James Harrison,SID42629,Medicine,19
Lisa Brown,SID42630,Engineering,27
Michael McLaughlin,SID42631,Art,7
Sarah Guerra,SID42632,Medicine,11
Emily Hess,SID42633,Engineering,26
Emily Johnson,SID42634,Art,23
Richard Hess,SID42635,Mathematics,18
Richard Smith,SID42636,Mathematics,9
Lisa Conner,SID42637,Medicine,26
Lisa Johnson,SID42638,Medicine,7
Jessica Davis,SID42639,Physics,21
Jessica Taylor,SID42640,Physics,2
Daniel Davis,SID42641,Medicine,19
Scott Hess,SID42642,Medicine,24
Richard McLaughlin,SID42643,Engineering,14
Daniel Hess,SID42644,Psychology,20
Emily Smith,SID42645,Physics,5
Scott Hess,SID42646,Art,2
Sarah Conner,SID42647,Medicine,8
Emily Taylor,SID42648,Medicine,19
James Conner,SID42649,Psychology,1
Sarah Taylor,SID42650,Engineering,9
Jessica Taylor,SID42651,Psychology,3
Jessica Brown,SID42652,Mathematics,25
Sarah Guerra,SID42653,Medicine,3
Lisa Brown,SID42654,Computer Science,6
Richard Taylor,SID42655,Biology,23
Scott Conner,SID42656,Physics,9
Jessica Taylor,SID42657,Psychology,2
Sarah Taylor,SID42658,Art,21
Jessica Taylor,SID42659,Biology,6
Sarah McLaughlin,SID42660,Biology,5
Sarah Davis,SID42661,Psychology,1
Beth Conner,SID42662,Physics,6
Jessica Guerra,SID42663,Biology,6
Beth Davis,SID42664,Mathematics,22
Jessica Conner,SID42665,Computer Science,18
Richard Harrison,SID42666,Engineering,11
Beth Conner,SID42667,Biology,3
Sarah McLaughlin,SID42668,Art,3
Richard Hess,SID42669,Engineering,14
Richard Taylor,SID42670,Engineering,15
James Harrison,SID42671,Computer Science,24
Beth Smith,SID42672,Biology,4
Emily Guerra,SID42673,Art,24
Michael Taylor,SID42674,Art,22
Daniel Hess,SID42675,Mathematics,8
James Conner,SID42676,Biology,26
Emily McLaughlin,SID42677,Physics,18
Sarah Conner,SID42678,Psychology,6
Daniel Taylor,SID42679,Art,16
Daniel McLaughlin,SID42680,Medicine,9
Beth Davis,SID42681,Engineering,6
James Taylor,SID42682,Mathematics,28
Beth Brown,SID42683,Psychology,4
Beth Brown,SID42684,Biology,16
Beth Harrison,SID42685,Art,14
James Guerra,SID42686,Mathematics,13
Emily Harrison,SID42687,Psychology,7
Jessica Johnson,SID42688,Mathematics,9
Richard Guerra,SID42689,Psychology,7
Daniel Guerra,SID42690,Engineering,14
Richard Johnson,SID42691,Art,2
Sarah Johnson,SID42692,Psychology,27
Lisa Taylor,SID42693,Art,1
James Smith,SID42694,Psychology,14
Michael Smith,SID42695,Mathematics,22
Jessica Johnson,SID42696,Mathematics,29
Lisa Davis,SID42697,Engineering,2
Michael Conner,SID42698,Biology,22
Scott Hess,SID42699,Computer Science,28
Scott Smith,SID42700,Mathematics,24
James Brown,SID42701,Biology,23
Emily Conner,SID42702,Computer Science,15
Lisa Harrison,SID42703,Biology,12
Emily McLaughlin,SID42704,Mathematics,27
Lisa Brown,SID42705,Physics,24
Emily Hess,SID42706,Mathematics,22
Daniel Hess,SID42707,Engineering,28
Michael Hess,SID42708,Psychology,12
Lisa Brown,SID42709,Engineering,2
Scott Taylor,SID42710,Psychology,25
James Davis,SID42711,Psychology,11
Richard Taylor,SID42712,Psychology,9
Daniel Conner,SID42713,Psychology,12
Lisa McLaughlin,SID42714,Mathematics,26
Michael Guerra,SID42715,Biology,8
James Guerra,SID42716,Computer Science,23
Emily Hess,SID42717,Biology,22
Lisa Taylor,SID42718,Medicine,2
Beth Conner,SID42719,Mathematics,12
Emily Guerra,SID42720,Psychology,16
Scott Brown,SID42721,Mathematics,1
Lisa Harrison,SID42722,Computer Science,8
Richard Guerra,SID42723,Psychology,20
Beth Conner,SID42724,Art,9
Daniel Smith,SID42725,Psychology,8
Sarah Conner,SID42726,Computer Science,18
Lisa Smith,SID42727,Biology,27
Sarah Smith,SID42728,Engineering,21
Beth Smith,SID42729,Art,7
Scott Taylor,SID42730,Psychology,18
Scott McLaughlin,SID42731,Mathematics,3
Sarah Taylor,SID42732,Engineering,5
Richard Harrison,SID42733,Medicine,9
James Taylor,SID42734,Medicine,4
Scott McLaughlin,SID42735,Medicine,10
Emily Guerra,SID42736,Psychology,8
Emily Harrison,SID42737,Mathematics,1
Jessica Johnson,SID42738,Art,5
Richard Guerra,SID42739,Physics,20
Daniel Hess,SID42740,Engineering,2
Jessica Conner,SID42741,Medicine,8
Richard McLaughlin,SID42742,Physics,29
Michael Harrison,SID42743,Medicine,12
Daniel Conner,SID42744,Psychology,20
Sarah Conner,SID42745,Biology,22
Daniel Brown,SID42746,Mathematics,13
Daniel Smith,SID42747,Art,17
Jessica Guerra,SID42748,Mathematics,11
Beth Guerra,SID42749,Art,22
James McLaughlin,SID42750,Computer Science,6
Beth Taylor,SID42751,Art,8
Daniel Taylor,SID42752,Computer Science,19
Beth Taylor,SID42753,Art,8
Jessica Taylor,SID42754,Mathematics,3
Jessica McLaughlin,SID42755,Computer Science,1
Daniel Johnson,SID42756,Art,2
Scott Guerra,SID42757,Biology,20
Richard Smith,SID42758,Engineering,4
Beth Harrison,SID42759,Medicine,1
Michael Davis,SID42760,Medicine,2
Sarah Johnson,SID42761,Psychology,26
Lisa Davis,SID42762,Biology,29
Emily Guerra,SID42763,Physics,30
James Hess,SID42764,Psychology,26
Lisa Davis,SID42765,Computer Science,6
James Conner,SID42766,Psychology,7
Beth Taylor,SID42767,Engineering,6
James Davis,SID42768,Biology,5
Emily McLaughlin,SID42769,Art,27
Daniel Johnson,SID42770,Mathematics,13
James Davis,SID42771,Art,29
James Hess,SID42772,Medicine,23
Michael Harrison,SID42773,Computer Science,3
Scott Conner,SID42774,Psychology,23
Emily Taylor,SID42775,Mathematics,13
Sarah Smith,SID42776,Medicine,13
Lisa Brown,SID42777,Art,4
Lisa Johnson,SID42778,Medicine,8
Lisa McLaughlin,SID42779,Physics,2
Sarah Johnson,SID42780,Computer Science,17
Richard Taylor,SID42781,Psychology,22
Richard Harrison,SID42782,Physics,3
Jessica Hess,SID42783,Psychology,20
Daniel Johnson,SID42784,Computer Science,24
Michael Conner,SID42785,Computer Science,30
Jessica Johnson,SID42786,Engineering,3
Lisa Taylor,SID42787,Art,29
James Davis,SID42788,Computer Science,7
Jessica Davis,SID42789,Psychology,15
Scott McLaughlin,SID42790,Mathematics,11
James McLaughlin,SID42791,Psychology,9
Richard Harrison,SID42792,Engineering,17
Jessica Guerra,SID42793,Psychology,8
Lisa Harrison,SID42794,Biology,25
Emily Hess,SID42795,Physics,20
Jessica McLaughlin,SID42796,Mathematics,2
Daniel Brown,SID42797,Mathematics,30
Scott McLaughlin,SID42798,Medicine,29
Emily Conner,SID42799,Engineering,15
Scott Johnson,SID42800,Art,25
James Harrison,SID42801,Medicine,2
Jessica Hess,SID42802,Physics,18
Sarah McLaughlin,SID42803,Medicine,6
James McLaughlin,SID42804,Medicine,3
Lisa Brown,SID42805,Computer Science,24
Beth Smith,SID42806,Biology,29
Sarah Davis,SID42807,Physics,5
Jessica Guerra,SID42808,Mathematics,3
Jessica Guerra,SID42809,Psychology,1
Michael Johnson,SID42810,Art,24
Beth Guerra,SID42811,Computer Science,16
Scott Davis,SID42812,Computer Science,26
Daniel Hess,SID42813,Physics,21
James Guerra,SID42814,Mathematics,1
Emily Hess,SID42815,Computer Science,14
Daniel Smith,SID42816,Art,1
James Conner,SID42817,Computer Science,10
Richard Conner,SID42818,Art,16
Sarah Brown,SID42819,Physics,15
Beth Taylor,SID42820,Medicine,5
Scott Guerra,SID42821,Physics,15
Richard Johnson,SID42822,Engineering,17
Emily McLaughlin,SID42823,Computer Science,16
Lisa McLaughlin,SID42824,Biology,22
Emily Brown,SID42825,Psychology,25
Beth Taylor,SID42826,Art,8
James Harrison,SID42827,Art,11
Scott Johnson,SID42828,Psychology,8
Jessica McLaughlin,SID42829,Physics,27
Sarah McLaughlin,SID42830,Engineering,7
James McLaughlin,SID42831,Biology,23
Beth Davis,SID42832,Biology,21
Daniel Davis,SID42833,Physics,28
Sarah Johnson,SID42834,Physics,15
Daniel McLaughlin,SID42835,Physics,21
James Davis,SID42836,Physics,9
Richard McLaughlin,SID42837,Biology,22
Richard Davis,SID42838,Biology,10
Richard Hess,SID42839,Engineering,25
Daniel Taylor,SID42840,Computer Science,12
Jessica Harrison,SID42841,Psychology,20
Lisa Brown,SID42842,Physics,5
Scott Conner,SID42843,Engineering,14
Emily Guerra,SID42844,Computer Science,8
Richard Harrison,SID42845,Mathematics,15
Scott Johnson,SID42846,Medicine,6
Scott Brown,SID42847,Biology,30
Jessica Taylor,SID42848,Mathematics,4
Scott Conner,SID42849,Medicine,13
Sarah Johnson,SID42850,Physics,3
Sarah Taylor,SID42851,Physics,14
Daniel Conner,SID42852,Engineering,7
Jessica Johnson,SID42853,Mathematics,26
Emily McLaughlin,SID42854,Art,18
Scott Johnson,SID42855,Computer Science,19
Scott Johnson,SID42856,Computer Science,4
Sarah Taylor,SID42857,Medicine,19
Emily Harrison,SID42858,Art,19
James Guerra,SID42859,Psychology,1
Michael Guerra,SID42860,Art,26
Richard Taylor,SID42861,Mathematics,6
James Hess,SID42862,Engineering,20
James Johnson,SID42863,Psychology,12
Jessica Brown,SID42864,Medicine,25
Lisa Johnson,SID42865,Medicine,11
Emily Harrison,SID42866,Art,3
Daniel Hess,SID42867,Physics,3
Michael Smith,SID42868,Art,10
Sarah Harrison,SID42869,Mathematics,13
Richard Taylor,SID42870,Mathematics,7
Lisa Harrison,SID42871,Engineering,26
Richard Brown,SID42872,Art,19
Emily Conner,SID42873,Mathematics,25
James Harrison,SID42874,Art,4
Lisa Taylor,SID42875,Engineering,11
Jessica Davis,SID42876,Computer Science,1
Daniel Guerra,SID42877,Art,29
Michael Guerra,SID42878,Computer Science,12
Michael Brown,SID42879,Art,25
Richard Davis,SID42880,Mathematics,11
Beth Guerra,SID42881,Mathematics,5
Emily Davis,SID42882,Engineering,30
Sarah Guerra,SID42883,Physics,5
James Brown,SID42884,Physics,21
Jessica Smith,SID42885,Medicine,15
Beth Harrison,SID42886,Mathematics,1
Scott Johnson,SID42887,Art,3
Jessica Harrison,SID42888,Biology,1
Emily McLaughlin,SID42889,Physics,27
Michael Harrison,SID42890,Engineering,18
Daniel Smith,SID42891,Biology,12
Jessica Harrison,SID42892,Psychology,8
Beth Guerra,SID42893,Engineering,12
Beth Brown,SID42894,Engineering,2
Lisa Johnson,SID42895,Art,9
James Davis,SID42896,Engineering,21
James Smith,SID42897,Mathematics,13
Jessica Conner,SID42898,Computer Science,21
Jessica McLaughlin,SID42899,Physics,4
Richard Guerra,SID42900,Psychology,15
Scott Davis,SID42901,Computer Science,4
Sarah Conner,SID42902,Biology,5
Jessica Conner,SID42903,Psychology,9
Emily Conner,SID42904,Engineering,24
Scott Davis,SID42905,Psychology,1
Emily Brown,SID42906,Computer Science,4
Sarah Smith,SID42907,Mathematics,4
Lisa Guerra,SID42908,Computer Science,8
Sarah Smith,SID42909,Physics,29
Beth Hess,SID42910,Medicine,9
Daniel Guerra,SID42911,Physics,13
